sample_id	tissue	cell_fraction	fraction
GSM3428818	non_tumor	T cells follicular helper	0.0919210382927522
GSM3428818	non_tumor	Mast cells activated	0.107746603966849
GSM3428818	non_tumor	B cells memory	0
GSM3428818	non_tumor	NK cells activated	0.11307115695771
GSM3428819	non_tumor	T cells CD4 memory resting	0
GSM3428819	non_tumor	Macrophages M2	0.251383873198876
GSM3428819	non_tumor	Plasma cells	0.204099521753205
GSM3428819	non_tumor	Macrophages M0	0
GSM3428819	non_tumor	T cells CD8	0.203148493344023
GSM3428819	non_tumor	Macrophages M1	0.0718397723116746
GSM3428819	non_tumor	T cells follicular helper	0.0848249708987376
GSM3428819	non_tumor	Mast cells activated	0.0136807143114433
GSM3428819	non_tumor	B cells memory	0
GSM3428819	non_tumor	NK cells activated	0.0648816380935679
GSM3428820	non_tumor	T cells CD4 memory resting	0.172223182238313
GSM3428820	non_tumor	Macrophages M2	0.15083744009003
GSM3428820	non_tumor	Plasma cells	0.180657839142426
GSM3428820	non_tumor	Macrophages M0	0
GSM3428820	non_tumor	T cells CD8	0.123583648051346
GSM3428820	non_tumor	Macrophages M1	0.0932907728471136
GSM3428820	non_tumor	T cells follicular helper	0
GSM3428820	non_tumor	Mast cells activated	0.0513263950663676
GSM3428820	non_tumor	B cells memory	0
GSM3428820	non_tumor	NK cells activated	0.0256833217732692
GSM3428821	non_tumor	T cells CD4 memory resting	0.243467654311829
GSM3428821	non_tumor	Macrophages M2	0.15656978443027
GSM3428821	non_tumor	Plasma cells	0.230729467067987
GSM3428821	non_tumor	Macrophages M0	0.0302877047832564
GSM3428821	non_tumor	T cells CD8	0.0627698813822378
GSM3428821	non_tumor	Macrophages M1	0.151272584092474
GSM3428821	non_tumor	T cells follicular helper	0
GSM3428821	non_tumor	Mast cells activated	0
GSM3428821	non_tumor	B cells memory	0
GSM3428821	non_tumor	NK cells activated	0.0399424070174515
GSM3428822	non_tumor	T cells CD4 memory resting	0.178827540142412
GSM3428822	non_tumor	Macrophages M2	0.147217204967237
GSM3428822	non_tumor	Plasma cells	0.186580901438127
GSM3428822	non_tumor	Macrophages M0	0.0275226295331505
GSM3428822	non_tumor	T cells CD8	0.0637590022536419
GSM3428822	non_tumor	Macrophages M1	0.056987854139659
GSM3428822	non_tumor	T cells follicular helper	0.0611090429216549
GSM3428822	non_tumor	Mast cells activated	0.109001522091208
GSM3428822	non_tumor	B cells memory	0
GSM3428822	non_tumor	NK cells activated	0.0611487520524872
