analysis_role	injury_set	injury_gene_file	n_input_genes	n_overlap_genes	sample_id	tissue	HBV_INJURY	E2F	G2M	CIBERSORTx_PC1	CIBERSORTx_PC2	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428756	tumor	-0.30202298392399546	0.2856978943872766	0.3367990366441542	1.8683613568500737	-2.0572629972160748	0	0.0474793988976992	0.107171126731431	0.140920393532121	0	0.158305424023872	0	0.0604930450121821	0	0	0	0.0622746491932637	0.0249737867771309	0	0.0527628643700125	0.266118190513193	0.00115430349282625	0	0.0681931084204842	0	0	0.0101537090357837
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428757	tumor	0.5301545703304229	0.518287246312822	0.5017708719485715	1.389365158410732	2.7732821566657924	0.0125151399900482	0	0.0811885677253354	0.0330669981028622	0	0.261032055851658	0	0.0205245985368466	0	0.00970856997626066	0	0.0345949167540149	0	0.176867693352698	0.0528691570976797	0.19213057160447	0.0605038705292727	0	0	0.0412290043193946	0.0176130967406498	0.00615575941880907
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428758	tumor	-0.6512991809905301	0.23461791888715594	0.08458235240438289	-0.9744485097590186	1.3299507831392405	0.0967288560532471	0	0.0513301362651267	0.1654179536513	0	0.0210752732176768	0	0.09091751160708	0.0654650935429761	0	0	0.0835693251667061	0.0237270392711385	0	0.017747290987169	0.312851971093195	0	0.0479215364748296	0	0.00378436178223077	0	0.0194636508873244
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428759	tumor	-0.30241520518272635	-0.14043133232537608	-0.2877171393205646	-0.5107590854255979	-1.190558445613627	0.0223498657759439	0	0.0373863764381836	0.0596949418229626	0	0.129459639013308	0	0.102328895676815	0.0186021382081069	0	0	0.0925726115022354	0.00283144284107415	0	0.0507562825417581	0.368786981375128	0.00922859429112595	0	0.0593279228656363	0	0	0.0466743076477223
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428760	tumor	0.4478743224824589	0.0742691849627955	-0.1475899023402138	-1.612763607348094	1.5561860498779794	0.0441222080532749	0	0.0251615030717085	0.0998206611778953	0	0.083240346447845	0	0.0282925168514714	0.0258731242830381	0	0	0.0632333876195102	0.0398578041101179	0	0.0196679131957867	0.410803289580728	0.01130934343962	0.0352168327554413	0	0.0939497752520991	0	0.0194512941614636
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428761	tumor	-0.3236547915546761	0.5382169555474972	0.45838917184981054	0.6859215554952902	-0.3874768725609681	0.0608456537382781	0	0.0409488205334019	0.163604053070849	0	0.155000105975158	0	0.145538880796361	0.00593123432834081	0	0	0.0705916008444252	0.0363234390045716	0	0.0780953543516213	0.233271453326791	0	0	0	0	0	0.00984940403020254
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428762	tumor	0.2711552472884222	0.5688052786775006	0.5134208005152779	-0.15155399571612782	-0.28436106092529223	0.0175278720087404	0	0.0618120475024816	0.0641397492755911	0	0.146136895126604	0	0.0472717525347324	0.0167813540251045	0	0	0.0779230047487652	0.0568015194678575	0.148297439570923	0.0831579774292299	0.210226485358853	0	0	0	0.0699239029511177	0	0
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428763	tumor	0.4046872050875735	0.4080502237955054	0.45914538484110917	-0.3736203122761519	-2.10089298583669	0	0.0786621595582673	0.164606856571828	0.0783610219792315	0	0.252812924373745	0	0.0566933639201047	0.0380529260404194	0	0	0.0720079737767801	0.0457051653361693	0.0257253818775338	0.0599578445131099	0.104000856680222	0.0104450972702354	0	0.00937389481785825	0	0	0.00359453328449629
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428764	tumor	0.4753859499293061	-0.5039003641517356	-0.39685943613543584	4.258287499910842	-5.208433027495733	0	0.0775826603912007	0.243592327499923	0.0642420371578926	0.0282786181995869	0.215869459235188	0	0.00451330503624095	0	0	0	0.0602156306046449	0.0354820632456884	0	0.129960527066593	0.0975156861867327	0.0133724617153659	0	0.0293752236609429	0	0	0
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428765	tumor	-0.38030865328430336	0.5776296692544958	0.506711625636399	-0.777720976784628	-0.6743423338825795	0.0326851597045659	0.00519465248980636	0.0919249815299296	0.0900929047468942	0	0.231069601321815	0	0.0502033848560245	0.0197443153743368	0	0	0.0748969169342742	0.0368251661257859	0.0275342557870589	0.0540592509986008	0.224155516647813	0.0509698599659748	0	0	0	0	0.0106440335171191
