gene	raw_value	sample_id	library_size	value_type
VIPR1	19	TCGA-G3-A25Z-01A-11R-A16W-07	65685947	counts
ADAMTS13	783	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
ADGRG7	684	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
ANGPTL6	528	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
ANLN	35	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
ASPM	47	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
BUB1B	8	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CAP2	173	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CDHR2	4830	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CDKN3	13	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CENPF	64	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CENPW	42	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CFP	101	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CLEC1B	395	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CLEC4M	1294	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
COL15A1	65	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CRHBP	3684	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CXCL14	1007	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
CYP1A2	38812	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
ECM1	1844	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
ECT2	96	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
FAHD2A	2347	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
FCN2	2113	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
FCN3	7748	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
GJC1	32	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
HHIP	690	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
IRAK1	1469	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
ITGA6	1129	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
LINC01093	2152	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
NUSAP1	10	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
PLAC8	563	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
PLVAP	531	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
PRC1	0	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
PTTG1	53	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
RACGAP1	110	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
STAB2	835	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
TOP2A	89	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
TTC13	245	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
UBE2Q1	1924	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
VIPR1	764	TCGA-BC-A10W-11A-11R-A131-07	54030706	counts
ADAMTS13	736	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
ADGRG7	27	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
ANGPTL6	111	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
ANLN	1311	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
ASPM	1826	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
BUB1B	395	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CAP2	549	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CDHR2	3721	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CDKN3	509	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CENPF	2847	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CENPW	161	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CFP	9	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CLEC1B	0	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CLEC4M	0	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
COL15A1	489	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CRHBP	3	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CXCL14	6	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
CYP1A2	0	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
ECM1	217	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
ECT2	811	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
FAHD2A	695	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
FCN2	30	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
FCN3	71	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
GJC1	240	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
HHIP	18	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
IRAK1	6448	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
ITGA6	1834	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
LINC01093	2	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
NUSAP1	10	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
PLAC8	21	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
PLVAP	3106	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
PRC1	6	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
PTTG1	605	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
RACGAP1	1142	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
STAB2	43	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
TOP2A	4852	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
TTC13	967	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
UBE2Q1	3233	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
VIPR1	6	TCGA-ED-A66Y-01A-11R-A311-07	46487264	counts
ADAMTS13	92	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
ADGRG7	127	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
ANGPTL6	107	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
ANLN	1076	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
ASPM	846	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
BUB1B	281	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CAP2	2356	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CDHR2	217	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CDKN3	539	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CENPF	1064	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CENPW	191	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CFP	7	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CLEC1B	1	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CLEC4M	2	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
COL15A1	287	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CRHBP	11	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CXCL14	2	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
CYP1A2	2623	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
ECM1	130	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
ECT2	895	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
FAHD2A	3441	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
FCN2	53	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
FCN3	102	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
GJC1	206	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
HHIP	0	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
IRAK1	12477	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
ITGA6	4833	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
LINC01093	96	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
NUSAP1	11	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
PLAC8	26	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
PLVAP	5259	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
PRC1	6	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
PTTG1	789	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
RACGAP1	625	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
STAB2	5	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
TOP2A	2179	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
TTC13	858	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
UBE2Q1	3821	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
VIPR1	524	TCGA-FV-A3R2-01A-11R-A22L-07	54094601	counts
ADAMTS13	2069	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
ADGRG7	505	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
ANGPTL6	870	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
ANLN	15	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
ASPM	17	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
BUB1B	4	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CAP2	182	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CDHR2	870	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CDKN3	8	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CENPF	41	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CENPW	36	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CFP	49	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CLEC1B	189	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CLEC4M	1810	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
COL15A1	48	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CRHBP	1122	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CXCL14	1262	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
CYP1A2	8412	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
ECM1	2631	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
ECT2	48	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
FAHD2A	2590	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
FCN2	3131	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
FCN3	4066	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
GJC1	26	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
HHIP	611	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
IRAK1	2610	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
ITGA6	397	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
LINC01093	1279	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
NUSAP1	19	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
PLAC8	640	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
PLVAP	753	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
PRC1	2	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
PTTG1	43	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
RACGAP1	64	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
STAB2	1198	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
TOP2A	61	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
TTC13	225	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
UBE2Q1	1965	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
VIPR1	930	TCGA-FV-A3R2-11A-11R-A22L-07	49872325	counts
ADAMTS13	169	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
ADGRG7	30	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
ANGPTL6	39	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
ANLN	9	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
ASPM	33	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
BUB1B	3	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CAP2	496	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CDHR2	32	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CDKN3	51	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CENPF	38	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CENPW	81	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CFP	8	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CLEC1B	0	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CLEC4M	2	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
COL15A1	904	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CRHBP	343	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CXCL14	0	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
CYP1A2	885	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
ECM1	217	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
ECT2	40	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
FAHD2A	1617	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
FCN2	34	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
FCN3	86	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
GJC1	159	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
HHIP	2	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
IRAK1	921	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
ITGA6	2778	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
LINC01093	145	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
NUSAP1	9	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
PLAC8	18	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
PLVAP	12146	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
PRC1	0	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
PTTG1	95	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
RACGAP1	49	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
STAB2	1	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
TOP2A	51	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
TTC13	250	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
UBE2Q1	1529	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
VIPR1	603	TCGA-DD-AAE3-01A-11R-A41C-07	34202455	counts
ADAMTS13	657	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
ADGRG7	123	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
ANGPTL6	139	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
ANLN	1011	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
ASPM	1695	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
BUB1B	424	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CAP2	2540	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CDHR2	1592	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CDKN3	575	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CENPF	1416	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CENPW	508	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CFP	27	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CLEC1B	65	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CLEC4M	195	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
COL15A1	4182	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CRHBP	1011	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CXCL14	585	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
CYP1A2	3027	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
ECM1	1184	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
ECT2	1283	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
FAHD2A	1927	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
FCN2	297	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
FCN3	823	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
GJC1	548	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
HHIP	362	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
IRAK1	7318	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
ITGA6	7872	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
LINC01093	402	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
NUSAP1	15	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
PLAC8	120	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
PLVAP	8762	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
PRC1	4	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
PTTG1	985	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
RACGAP1	1140	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
STAB2	241	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
TOP2A	3585	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
TTC13	1126	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
UBE2Q1	4501	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
VIPR1	516	TCGA-DD-A1EI-01A-11R-A131-07	67443410	counts
ADAMTS13	156	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
ADGRG7	43	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
ANGPTL6	33	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
ANLN	1182	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
ASPM	3483	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
BUB1B	604	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CAP2	812	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CDHR2	113	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CDKN3	1273	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CENPF	4109	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CENPW	461	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CFP	9	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CLEC1B	2	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CLEC4M	9	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
COL15A1	464	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CRHBP	35	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CXCL14	86	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
CYP1A2	271	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
ECM1	215	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
ECT2	2580	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
FAHD2A	635	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
FCN2	29	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
FCN3	149	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
GJC1	366	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
HHIP	19	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
IRAK1	1508	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
ITGA6	7029	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
LINC01093	23	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
NUSAP1	3	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
PLAC8	35	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
PLVAP	2009	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
PRC1	16	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
PTTG1	2014	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
RACGAP1	939	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
STAB2	27	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
TOP2A	1962	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
TTC13	653	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
UBE2Q1	3567	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
VIPR1	18	TCGA-DD-AADC-01A-11R-A41C-07	29549524	counts
ADAMTS13	2208	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
ADGRG7	1034	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
ANGPTL6	814	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
ANLN	138	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
ASPM	210	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
BUB1B	64	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CAP2	764	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CDHR2	3968	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CDKN3	85	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CENPF	273	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CENPW	92	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CFP	98	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CLEC1B	407	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CLEC4M	736	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
COL15A1	760	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CRHBP	3564	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CXCL14	2512	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
CYP1A2	55459	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
ECM1	4530	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
ECT2	324	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
FAHD2A	3180	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
FCN2	3195	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
FCN3	8560	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
GJC1	141	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
HHIP	1665	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
IRAK1	1963	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
ITGA6	1701	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
LINC01093	2335	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
NUSAP1	9	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
PLAC8	489	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
PLVAP	1870	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
PRC1	1	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
PTTG1	123	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
RACGAP1	275	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
STAB2	1526	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
TOP2A	432	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
TTC13	378	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
UBE2Q1	3060	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
VIPR1	2877	TCGA-BC-A10X-01A-11R-A131-07	68353455	counts
ADAMTS13	237	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
ADGRG7	1	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
ANGPTL6	14	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
ANLN	204	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
ASPM	81	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
BUB1B	135	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CAP2	805	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CDHR2	5292	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CDKN3	208	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CENPF	415	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CENPW	148	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CFP	5	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CLEC1B	3	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CLEC4M	0	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
COL15A1	3161	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CRHBP	6	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CXCL14	55	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
CYP1A2	16	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
ECM1	2745	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
ECT2	493	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
FAHD2A	2525	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
FCN2	5	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
FCN3	95	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
GJC1	194	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
HHIP	8	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
IRAK1	14294	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
ITGA6	2319	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
LINC01093	2	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
NUSAP1	18	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
PLAC8	115	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
PLVAP	4610	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
PRC1	4	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
PTTG1	361	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
RACGAP1	835	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
STAB2	12	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
TOP2A	486	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
TTC13	737	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
UBE2Q1	3453	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
VIPR1	13	TCGA-FV-A3I0-01A-11R-A22L-07	45968200	counts
ADAMTS13	190	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
ADGRG7	5083	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
