gene	raw_value	sample_id	library_size	value_type
ANGPTL6	21	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
ANLN	880	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
ASPM	1340	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
BUB1B	465	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CAP2	664	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CDHR2	1276	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CDKN3	223	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CENPF	2943	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CENPW	249	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CFP	33	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CLEC1B	0	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CLEC4M	1	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
COL15A1	2399	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CRHBP	21	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CXCL14	8	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
CYP1A2	10	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
ECM1	661	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
ECT2	904	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
FAHD2A	958	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
FCN2	2	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
FCN3	594	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
GJC1	397	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
HHIP	23	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
IRAK1	6569	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
ITGA6	2937	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
LINC01093	1	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
NUSAP1	14	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
PLAC8	30	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
PLVAP	7148	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
PRC1	6	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
PTTG1	755	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
RACGAP1	907	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
STAB2	11	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
TOP2A	3224	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
TTC13	762	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
UBE2Q1	4965	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
VIPR1	10	TCGA-BC-A112-01A-11R-A131-07	46067740	counts
ADAMTS13	118	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
ADGRG7	266	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
ANGPTL6	35	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
ANLN	93	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
ASPM	134	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
BUB1B	16	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CAP2	237	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CDHR2	540	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CDKN3	157	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CENPF	167	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CENPW	65	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CFP	1	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CLEC1B	0	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CLEC4M	0	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
COL15A1	328	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CRHBP	25	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CXCL14	2	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
CYP1A2	402	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
ECM1	159	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
ECT2	72	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
FAHD2A	1047	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
FCN2	396	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
FCN3	83	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
GJC1	112	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
HHIP	4	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
IRAK1	5834	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
ITGA6	1020	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
LINC01093	222	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
NUSAP1	3	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
PLAC8	37	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
PLVAP	3770	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
PRC1	0	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
PTTG1	542	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
RACGAP1	276	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
STAB2	0	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
TOP2A	305	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
TTC13	241	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
UBE2Q1	2337	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
VIPR1	113	TCGA-DD-AACD-01A-11R-A41C-07	39684731	counts
ADAMTS13	407	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
ADGRG7	53	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
ANGPTL6	178	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
ANLN	36	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
ASPM	66	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
BUB1B	14	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CAP2	1976	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CDHR2	361	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CDKN3	28	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CENPF	80	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CENPW	50	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CFP	9	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CLEC1B	0	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CLEC4M	0	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
COL15A1	643	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CRHBP	174	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CXCL14	12	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
CYP1A2	6140	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
ECM1	101	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
ECT2	58	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
FAHD2A	1203	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
FCN2	71	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
FCN3	252	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
GJC1	110	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
HHIP	6	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
IRAK1	3319	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
ITGA6	3766	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
LINC01093	909	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
NUSAP1	10	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
PLAC8	25	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
PLVAP	7019	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
PRC1	0	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
PTTG1	43	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
RACGAP1	661	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
STAB2	7	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
TOP2A	90	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
TTC13	303	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
UBE2Q1	3651	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
VIPR1	150	TCGA-ZS-A9CG-01A-11R-A37K-07	47669035	counts
ADAMTS13	181	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
ADGRG7	63	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
ANGPTL6	41	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
ANLN	309	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
ASPM	198	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
BUB1B	156	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CAP2	2893	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CDHR2	1320	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CDKN3	172	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CENPF	234	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CENPW	133	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CFP	3	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CLEC1B	0	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CLEC4M	1	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
COL15A1	2278	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CRHBP	189	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CXCL14	82	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
CYP1A2	30741	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
ECM1	249	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
ECT2	196	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
FAHD2A	3932	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
FCN2	46	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
FCN3	74	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
GJC1	370	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
HHIP	2	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
IRAK1	3249	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
ITGA6	4995	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
LINC01093	128	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
NUSAP1	7	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
PLAC8	18	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
PLVAP	14038	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
PRC1	5	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
PTTG1	405	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
RACGAP1	643	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
STAB2	10	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
TOP2A	779	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
TTC13	452	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
UBE2Q1	2928	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
VIPR1	267	TCGA-NI-A8LF-01A-11R-A36F-07	56927845	counts
ADAMTS13	360	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
ADGRG7	272	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
ANGPTL6	189	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
ANLN	144	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
ASPM	200	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
BUB1B	58	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CAP2	1526	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CDHR2	3	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CDKN3	46	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CENPF	232	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CENPW	77	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CFP	56	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CLEC1B	49	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CLEC4M	373	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
COL15A1	846	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CRHBP	736	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CXCL14	41	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
CYP1A2	13875	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
ECM1	412	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
ECT2	219	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
FAHD2A	2344	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
FCN2	400	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
FCN3	1363	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
GJC1	187	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
HHIP	64	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
IRAK1	2874	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
ITGA6	2443	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
LINC01093	492	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
NUSAP1	27	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
PLAC8	101	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
PLVAP	6005	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
PRC1	1	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
PTTG1	110	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
RACGAP1	207	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
STAB2	346	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
TOP2A	376	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
TTC13	582	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
UBE2Q1	4030	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
VIPR1	209	TCGA-DD-A4NI-01A-11R-A27V-07	66133069	counts
ADAMTS13	701	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
ADGRG7	290	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
ANGPTL6	87	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
ANLN	1582	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
ASPM	1265	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
BUB1B	638	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CAP2	3640	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CDHR2	2933	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CDKN3	577	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CENPF	2240	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CENPW	886	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CFP	9	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CLEC1B	1	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CLEC4M	0	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
COL15A1	528	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CRHBP	15	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CXCL14	0	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
CYP1A2	172	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
ECM1	385	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
ECT2	2312	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
FAHD2A	1516	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
FCN2	24	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
FCN3	157	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
GJC1	104	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
HHIP	1	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
IRAK1	8205	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
ITGA6	14001	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
LINC01093	31	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
NUSAP1	2	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
PLAC8	27	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
PLVAP	2075	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
PRC1	9	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
PTTG1	1219	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
RACGAP1	1846	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
STAB2	11	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
TOP2A	6209	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
TTC13	1131	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
UBE2Q1	5939	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
VIPR1	12	TCGA-DD-A1EJ-01A-11R-A155-07	76814135	counts
ADAMTS13	241	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
ADGRG7	335	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
ANGPTL6	230	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
ANLN	1273	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
ASPM	1539	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
BUB1B	248	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CAP2	744	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CDHR2	2209	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CDKN3	1356	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CENPF	2295	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CENPW	897	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CFP	5	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CLEC1B	1	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CLEC4M	2	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
COL15A1	463	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CRHBP	4	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CXCL14	1	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
CYP1A2	41	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
ECM1	83	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
ECT2	1638	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
FAHD2A	1371	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
FCN2	5	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
FCN3	25	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
GJC1	754	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
HHIP	0	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
IRAK1	2420	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
ITGA6	2478	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
LINC01093	123	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
NUSAP1	8	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
PLAC8	14	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
PLVAP	3197	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
PRC1	4	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
PTTG1	1114	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
RACGAP1	1378	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
STAB2	2	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
TOP2A	8908	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
TTC13	1159	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
UBE2Q1	3789	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
VIPR1	33	TCGA-DD-A73B-01A-12R-A32O-07	56328664	counts
ADAMTS13	325	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
ADGRG7	180	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
ANGPTL6	98	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
ANLN	743	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
ASPM	1450	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
BUB1B	422	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CAP2	713	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CDHR2	8198	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CDKN3	478	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CENPF	1810	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CENPW	389	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CFP	19	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CLEC1B	4	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CLEC4M	1	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
COL15A1	3391	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CRHBP	34	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CXCL14	14	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
CYP1A2	12	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
ECM1	502	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
ECT2	976	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
FAHD2A	1296	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
FCN2	3	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
FCN3	170	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
GJC1	197	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
HHIP	2	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
IRAK1	8156	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
ITGA6	1917	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
LINC01093	83	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
NUSAP1	16	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
PLAC8	31	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
PLVAP	3646	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
PRC1	6	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
PTTG1	1100	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
RACGAP1	1310	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
STAB2	18	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
TOP2A	2939	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
TTC13	858	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
UBE2Q1	3484	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
VIPR1	13	TCGA-DD-A4NR-01A-11R-A311-07	50141420	counts
ADAMTS13	480	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
ADGRG7	39	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
ANGPTL6	99	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
ANLN	286	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
ASPM	596	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
BUB1B	101	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CAP2	1961	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CDHR2	447	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CDKN3	161	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CENPF	670	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CENPW	139	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CFP	13	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CLEC1B	18	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CLEC4M	34	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
COL15A1	1147	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CRHBP	189	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CXCL14	101	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
CYP1A2	5534	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
ECM1	455	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
ECT2	222	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
FAHD2A	1035	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
FCN2	65	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
FCN3	619	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
GJC1	278	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
HHIP	79	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
IRAK1	2775	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
ITGA6	2991	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
LINC01093	140	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
NUSAP1	8	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
PLAC8	71	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
PLVAP	3951	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
PRC1	3	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
PTTG1	343	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
RACGAP1	498	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
STAB2	55	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
TOP2A	874	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
TTC13	652	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
UBE2Q1	5145	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
VIPR1	126	TCGA-KR-A7K0-01A-12R-A33R-07	46581763	counts
ADAMTS13	574	TCGA-CC-A8HV-01A-11R-A36F-07	44217228	counts
ADGRG7	36	TCGA-CC-A8HV-01A-11R-A36F-07	44217228	counts
ANGPTL6	94	TCGA-CC-A8HV-01A-11R-A36F-07	44217228	counts
