gene,meta_logFC_FE,meta_FDR_FE,I2,tau2_REML,Q_p,logFC_121248,FDR_121248,logFC_41804,FDR_41804
ZNF8,0.2042213344063396,1.1976726395520111e-4,85.98129008390949,0.08263029405671626,0.00756643311066497,0.16030655212355183,0.006427856326365,0.5987187898500003,0.0082099692203983
ZNF346,0.1706078792341844,2.7140390129526106e-4,87.52604072669564,0.12526905493024698,0.00463479244073506,0.14072558301158206,0.00536952478018354,0.6757434142999998,0.01126390151100626
LRRC28,-0.327906338086831,3.903874348144789e-5,53.384480736652506,0.02733098064877661,0.1430156220249792,-0.28530850579150585,0.00157348028590915,-0.605297538649999,0.03978304189066439
NAB1,-0.3390480375508248,1.7219782773910912e-5,0,0,0.4381475723358697,-0.29983956756756686,0.0030199452774435,-0.42203057910000064,0.02473154512457773
SERPINA3,-0.7143028361236854,1.6431851183294545e-5,0,0,0.6015125531485802,-0.8021523397683366,0.00193657878813104,-0.6400685394999988,0.03512989746586455
STXBP5,0.4077344467196595,3.025140336091664e-5,46.54763912412936,0.0213675923218492,0.17138064905995648,0.34253793436293295,0.00324151509530064,0.6455388654499998,0.02305030605627231
LOC643201,0.211878451228952,6.851070509749835e-4,89.06655973420398,0.7078299609552114,0.00249228045257857,0.1873253436293437,0.00444547934902962,1.4480554667499996,0.01547185967711436
SLC43A1,-0.39154100244925305,1.4908914667803597e-5,0,0,0.7781403801332449,-0.372070606177606,0.00259545585717366,-0.4205592791999997,0.02886528792213868
PEG3,-1.540204566569288,1.430032785958802e-6,84.36540225311388,1.1270346703796803,0.01143731967773335,-1.031141833976833,0.01160992476643959,-2.6657040103499967,8.472803393374488e-4
GSTA1,-0.933431557550796,1.127929362637953e-5,0,0,0.6163980334246766,-1.064742243243242,0.00422694074366902,-0.8581681509999992,0.01721324255645499
TPD52L3,-0.20438174424116465,7.418207180930142e-4,89.25122805826722,0.6959991815451938,0.00228730425532915,-0.18064494208494217,0.00469688590979507,-1.4295006467999998,0.01500741361508986
SDHD,-0.32982264357070035,2.151224942289005e-5,64.96394755775532,0.02597692087162262,0.0911354064534876,-0.2594430077220074,0.00606493673593419,-0.5422385959999997,0.01010984509613157
C2ORF47,-0.2873893084072988,2.0479330292863923e-5,0,0,0.4458880251314239,-0.25902742471042484,0.00174937768205699,-0.3684465604999993,0.03939291040530424
ANGPTL4,-0.6491807046358057,7.288907623121101e-5,74.1848531264651,0.2953467670394168,0.0490484328040008,-0.5337934015444008,0.00383047844629075,-1.4261192793499984,0.01971143828061553
USP6NL,-0.369078397993122,8.205647442671582e-6,68.07042497825732,0.02990421220956469,0.076774562612906,-0.27786167567567516,0.00827128356522449,-0.5742778854999997,0.00464519736312922
TMEM70,0.4898025396445601,1.513660904553571e-5,0,0,0.3776913651788648,0.4218425830115824,0.00436575416721256,0.6175388112499992,0.01727246076534205
PRR14L,0.2839493149215248,1.7397228950950774e-5,78.90058712343927,0.03951760036768247,0.02947817920470048,0.2095494401544395,0.00866738829081434,0.5260468519499998,0.00451095096170731
CERS2,0.40450030543803184,1.74767717193258e-5,0,0,0.7084979894888638,0.38158553281853097,0.00165475877594376,0.4515679190000002,0.04240080695108249
C3ORF18,0.22950082165470817,2.058479807487132e-4,83.78187449721784,0.13627179716819723,0.01302331011770705,0.1914485366795357,0.00436516203546005,0.76180051615,0.01763514352086902
TRIL,0.20214733537036983,4.5420021384973695e-4,88.96040938787712,0.27769800420414237,0.00261504010932983,0.16811136679536628,0.00643350491326201,0.9582494430499998,0.01026873234180372
HINT2,-0.36972490950878223,2.8643749189316653e-5,60.89819131060098,0.02934552804065367,0.10977715545181402,-0.2967465830115821,0.00534854295862717,-0.6071909364500002,0.01371818839914095
BMP10,-0.16364239758957083,0.00162783495181336,96.66974050327036,2.4460119336122705,4.2592064028949464e-8,-0.13275244401544375,0.01496158563606264,-2.38231983095,1.626520757699764e-4
CYB5RL,0.19546261097920917,2.1043842383371695e-4,81.2341696718604,0.10910384156082156,0.02097540991918028,0.16960572200772148,0.00282495097443056,0.6878871494000003,0.02974346986530595
PTPRF,0.4586893475128442,1.888654011439037e-5,0,0,0.7224824659156834,0.43230080308880175,0.00218446146847084,0.5064703969499992,0.03684212542838128
ABCD4,-0.28166085336230373,5.1710343584695266e-5,61.40653196402824,0.02391491955588478,0.10746486039286884,-0.23492466023165937,0.00344930960380023,-0.5140133101000004,0.0247378714348966
BRF2,0.20888773523352228,3.341756394956516e-5,62.4117970992922,0.01051286991151061,0.1028742672367048,0.16785133204633235,0.00532072004968153,0.3513962225000004,0.01455035503843911
TOR3A,0.37257160404940926,2.5317731448625313e-5,0,0,0.3964234464267184,0.33033875289575176,0.00246002616532862,0.4882568571999987,0.03423670817399517
PARD6A,-0.18251156436920776,5.525274368325685e-4,86.02587339845793,0.6309713368959422,0.00747101997668792,-0.16826225096525071,0.00248934494582305,-1.3794327054999995,0.03416226265418402
SPI1,-0.22593218625132291,9.854337318256144e-5,71.80680610153932,0.04692157625688877,0.05965481658575024,-0.19475074517374505,0.00228824521450392,-0.5562592253500002,0.03614527254483399
GAMT,-0.5672610762208107,3.79319017512965e-5,62.370258686663014,0.08113473969527842,0.10306439312585136,-0.458411262548262,0.00508670375830524,-0.968481107149999,0.01600919780667274
PLPP5,0.5434167033186079,3.141253596571711e-5,69.90090201515623,0.09801964484869875,0.06834371042934977,0.4235829382239379,0.00678857542586818,0.9531612248000002,0.01030225004491031
ERBB2,-0.5897816266316114,5.511696379564291e-6,88.04970701310502,0.2963186298779579,0.00381886577589339,-0.39189999613899623,0.01303365016169191,-1.2123091901499998,9.701353126104644e-4
ESPN,-0.3878239494305293,5.457539833841569e-5,56.58707908710186,0.05429917539818951,0.12908602296675872,-0.34072641312741353,0.00147644356184327,-0.7788059591999986,0.0491044824091203
NPIPB15,-0.555562540380544,2.317560997472664e-5,0,0,0.5247322238208207,-0.5093135752895748,0.0015785024218643,-0.6865447469499991,0.04828203680784149
STRIP2,0.409884444481762,3.5024594636619754e-4,84.30416101416206,0.7962519843896594,0.0115992672462699,0.35557196525096446,0.00371594404635304,1.7299802245499996,0.02501712263353949
CCDC59,0.23612281537697352,1.514750264838543e-5,86.76608876552852,0.05049596651611839,0.00597991476422645,0.16304606563706484,0.01222770120951426,0.5042140989999988,0.00191062368176788
FOXRED1,-0.27727860575731506,3.3672197920334925e-5,74.81816425247945,0.03372429661484242,0.04628707553936075,-0.2116727258687262,0.00795222495101311,-0.5119226622000003,0.00822310324233944
IQGAP2,-0.4398639573858769,3.836605148782043e-5,47.56991587471871,0.02575972130680804,0.16726327423217824,-0.3659049729729726,0.00422124556663275,-0.6949985348499995,0.022049987225238
BCL6B,0.2421491203212686,1.7143321379105574e-4,77.62973443768328,0.10395578213503866,0.03449055812454798,0.20919950193050196,0.00278464912202335,0.7267172790499988,0.03392842612699483
SMIM19,-0.4395612446294543,1.967388716736479e-5,0,0,0.3311442742167513,-0.37293074131274034,0.0052313432637495,-0.5702215429999995,0.01710740669030019
EHD1,-0.1957191909832794,2.106050939455097e-4,89.94574529446761,0.13935738524255242,0.00161195946458974,-0.14898638996138988,0.01009869839693775,-0.70564596025,0.00416387317672813
MEOX2,0.7505323584939377,9.545295625840416e-5,75.28093972957679,0.42855520539005104,0.04429027422690834,0.6113370463320453,0.00482483581375969,1.6783651772999992,0.01895258635285147
SPHK2,-0.31939583771356256,5.5004542930550945e-5,82.47924340283397,0.08938416870625339,0.01689242498647321,-0.2389742972972977,0.00918297778460205,-0.7045314102499997,0.00623847534987706
THADA,0.2259323871620969,5.3258406556231786e-5,46.98908241237362,0.00853492566044851,0.1696080878436282,0.1937054980694979,0.00272738988600199,0.38430264135000086,0.03567777345338226
EMC3-AS1,0.2362099876633444,1.3132542963861923e-4,73.19924506125604,0.0594784479163612,0.05340379249432474,0.20307628571428513,0.00273103323483195,0.6062029364999997,0.03612330603164469
LINC00294,0.20542442400271,9.248404176173816e-5,69.1344722791869,0.02417785933221017,0.07186676293268054,0.17201363320463256,0.00362276807658248,0.4364837427000002,0.02794777985943049
SETD2,0.19872169800273412,3.5115273808908386e-5,0,0,0.3472328670210797,0.1758445250965252,0.00229469978589616,0.27596620595000054,0.0417981551213823
KCNH7,-0.21623002964111837,0.00107092336939457,90.92120644407234,0.7302100426170633,9.039316105298504e-4,-0.18311847490347435,0.00881558956303587,-1.4504968823499995,0.00817417477070726
F2,-0.7717514752739083,3.750099135822148e-5,9.180892309592316,0.00848590956547099,0.29402704652309625,-0.669747841698842,0.00304320921953172,-1.0997016012499987,0.03365285593345749
USP45,0.3147855947867848,1.508432085858005e-5,87.53751680832568,0.09507200463512192,0.00461593896928222,0.21345449034748987,0.01413146814439919,0.6795170457999992,0.00158710200492963
BSDC1,-0.28511916388858605,3.061897637227726e-5,0,0,0.48562184992062407,-0.25877709652509623,0.00203602466946035,-0.36001049260000084,0.04710790143950967
LIG4,-0.34610097158825603,2.1771738962506917e-5,20.15360183912041,0.00328358087906815,0.2630936994990476,-0.2860848725868727,0.0065943962477611,-0.46659955004999937,0.01460469377876027
TMEM30B,-0.8231806488364543,5.659401529908924e-6,80.30296758090992,0.27456419054719927,0.02424658798049763,-0.5679038880308876,0.01403025270502625,-1.3948384575500006,0.00194384914218407
FAM19A5,-0.5467916807254704,1.6497526039302709e-4,79.50711366430586,0.39474910129946783,0.02717367914200607,-0.448321741312741,0.00522489086839127,-1.4448109019499993,0.01958543411053966
LOC101929829,-1.0343959142336554,3.5999339041080454e-5,52.974710003791266,0.1599581876050215,0.1447695429701903,-0.8340519266409241,0.00648236109744535,-1.6111645098499994,0.01544791618932156
PPAT,0.3780294121585907,3.405066808985573e-5,36.27831844482672,0.0102770173425376,0.2103051307827295,0.31233677220077205,0.00570832087786997,0.5503630845000008,0.01862440254375573
SRPRA,-0.28584706752339617,3.745598694769348e-5,0,0,0.3703885985311306,-0.25175173745173707,0.00301343751629418,-0.3839155149999984,0.03686533955000774
SLC26A3,1.1581316494815184,4.766144247406594e-5,17.39868905702156,0.04908315192923895,0.2712064894595757,1.019319069498068,0.00216572595335974,1.7704626436999995,0.04791629929210195
FAM21EP,0.1989091571267559,3.6490620331155376e-4,81.79744426971446,0.32633596683173016,0.01908474069105595,0.18220054826254817,0.00202882934659735,1.0754599613999996,0.04973194389095405
ALDOB,-1.0120967065753683,2.5529179915984887e-5,0,0,0.7682052233868691,-0.958169853281852,0.0034346000516124902,-1.092918343999998,0.03283163957409881
ORM1,-0.765394885533895,4.262054609945616e-6,0,0,0.48113956193463114,-0.6502269305019288,0.01099753585602791,-0.8698283755,0.00534110008859635
SSUH2,0.5012436421624803,3.1966403415687914e-4,80.74429951438907,0.887285741280558,0.02267454843741713,0.4405471698841696,0.0031213974710291,1.923033895899998,0.03700426500394047
ALPK3,0.578216955133558,1.349757547841017e-4,77.9925098664622,0.310587140561929,0.03303609704123893,0.4626528957528944,0.00668020388933802,1.3550954792500003,0.01653096513010249
LOC101930363,-0.711355998108367,1.1551685823613012e-4,72.54029613995498,0.32938615557379,0.05634937383370858,-0.5815818339768336,0.00530127756021232,-1.5345491511999991,0.02232060691718127
LYPD1,0.6856301122670737,9.597343366181784e-5,83.78144093665382,0.5336979553234227,0.013024523649148,0.5138485791505787,0.01051378347341602,1.64257542525,0.00695836932147868
KRT19,-1.309335612373841,1.0942287522647952e-4,77.78876026880789,1.343484344220567,0.03385077910820238,-1.027329602316602,0.00784155430737859,-2.8858737328,0.01369996242109342
SPATA18,-0.1514616567680921,0.00320749506719045,96.88944654334487,3.2714645569171563,1.4281812605233122e-8,-0.12369472972972946,0.02154010859741724,-2.7223452064999996,1.368928112471234e-4
KANSL3,0.23448846849342453,6.016559042938755e-5,44.86506847233231,0.00731315291147634,0.17806116659641114,0.19703298455598484,0.00436706339382133,0.377589496999999,0.02863502225357083
NACAP1,0.11805541721648204,2.3506061325405663e-4,76.26961445441574,0.03089031254096255,0.04009153651312599,0.1042964864864866,0.00252400911661023,0.38890662950000127,0.04767615447795149
PCDH19,-0.1722160629354025,0.00163153027062723,90.51418635492752,0.6612436343208936,0.00116688399491102,-0.1497437451737453,0.00919331483528682,-1.3584963528499998,0.01118710713980995
NSMAF,0.4530533412681376,2.1510012867637968e-5,33.90601526952939,0.011097017608445,0.2186823411430288,0.3627052162162161,0.00956097965025416,0.6185518803499997,0.01090275375019621
SLC20A2,-0.2312595121490399,2.7140390129526106e-4,78.29678931403018,0.10458711370083826,0.03183030663425688,-0.1983205250965249,0.0039557471415962,-0.7151914585499991,0.03386220897715831
SRD5A3,0.35324871992947354,7.318441709580772e-5,38.36388088113288,0.01528027594159527,0.2027539433306769,0.3058928378378369,0.00292349488477808,0.5881333356500001,0.04491016714464933
STARD10,-0.5557350776318193,3.590727780025256e-5,0,0,0.7619558871572313,-0.5277713552123552,0.00274387073811177,-0.6071856346499996,0.04753366449893841
SLAIN1,-0.8498637890936657,4.61814611690176e-5,0,0,0.4114986129284061,-0.7550959227799219,0.0031476240569096,-1.1180149434000004,0.04231016761591374
RPS27L,-0.31240736353386606,7.449777776036195e-6,81.21037019201519,0.04276257514799034,0.021056806180672,-0.2113116602316596,0.01770277441664821,-0.5358314439999995,0.00186813482603756
MSMO1,-0.5717447140732798,1.678838587703774e-6,0,0,0.4517547695530434,-0.4719504517374508,0.01648729573841589,-0.6426786700000013,0.00274845277513868
KLC4,-0.30599234702081196,2.1465291455175463e-4,85.23507704428532,0.16914034774797626,0.0092557054708513,-0.23483732818532763,0.01082142419948595,-0.8648211958499995,0.00896338564802334
MICU3,-0.6354615014251068,5.225789614476625e-5,80.93420494882737,0.27373876483012505,0.02200999141071871,-0.46316192664092526,0.01289965253418053,-1.28562630445,0.00558319448297072
APCS,-0.8254211506571092,4.938687116398337e-5,0,0,0.41034443266242193,-1.0179721274131248,0.00281289533382747,-0.6993518610000001,0.04789143992853916
FAM65B,-0.26767405002582867,3.8068724544343705e-4,81.63830427543454,0.19625861927128155,0.01961183574918829,-0.22716046718146737,0.00520594530993821,-0.9205581399999992,0.02724903099854711
C1QC,-0.6067704369837807,3.479249201005378e-5,0,0,0.6957360271885941,-0.5647841428571414,0.0040678681704079,-0.6746264446500002,0.03459443157071401
MINA,0.4488363941776513,3.5031106236861916e-6,52.374761548931666,0.01821173419356172,0.1473254392506174,0.330392617760617,0.01697550929022446,0.5941044523000001,0.00272474611551151
GFPT1,0.398515812719718,3.807946399969714e-5,0,0,0.6235581896542381,0.3660237413127402,0.00382944204235283,0.458675087000001,0.03715709185024501
METTL7B,-0.6198081257879469,3.179464548971021e-6,74.13048153773337,0.09314758605096196,0.04928694308289397,-0.4232141081081077,0.01957332054944876,-0.924519515799999,0.00164740427384483
CDK16,0.21091724228595224,1.6717599389829376e-4,73.42716624989126,0.03265193569803912,0.05239090926582746,0.1716680270270272,0.00655687616622228,0.4698909895500005,0.0234411111530003
BEX1,-1.0238960243964923,6.625149796934036e-5,91.0280584566709,2.2058347748092015,8.42194414991825e-4,-0.6826024826254822,0.02063014363378124,-2.8840779364499984,0.00132754387250685
ARSD,-0.37713792760507714,8.702460562801971e-5,60.68816277242769,0.03819676260287229,0.11073059845490212,-0.3055075598455584,0.00694486809677553,-0.6603015710499993,0.02162642850686632
FGFBP2,-0.21563143801293636,0.00169353468865854,89.77917211583143,0.868637289138495,0.0017604237378789,-0.1869754015444013,0.00968314976807225,-1.578037232149999,0.01353549729271166
SLC38A4,-1.0390848618870887,3.0476445487592383e-5,0,0,0.6972742701386652,-0.9583495637065612,0.00655687616622228,-1.140038535949998,0.02368714378802735
ISOC2,-0.2994957380766887,5.904703319207629e-5,53.404338339583326,0.01455393793214588,0.1429304583180584,-0.2402330694980692,0.00824037392878871,-0.47369549204999983,0.01743388052467675
SERPINF1,-0.5448731939445548,4.012696379169184e-5,0,0,0.45908034831854183,-0.4771743166023149,0.00609485180687122,-0.6683830324999989,0.02613071729543476
PLA2G15,-0.32840234076477676,2.0226253944235768e-4,72.14323200318381,0.10021905255971468,0.05813552284844268,-0.2778527258687255,0.00438686978720469,-0.8049519134500003,0.03532929440638327
PTPA,-0.2296997358144333,1.6941176615261678e-4,87.58948230223388,0.09792894560223402,0.00453111277304249,-0.16659493822393803,0.01581345971545809,-0.6394679816499995,0.00463455099214485
LOC101927057,-0.14943345546183118,8.695080207170178e-4,84.64106278433916,0.2663341313095615,0.01072172101993431,-0.13511540926640894,0.00427100348593958,-0.9284161444999992,0.03724052495427889
RNF123,-0.24353088602606937,8.713720549021258e-5,49.618881322903405,0.01012418829522378,0.15887824077974702,-0.20253765637065577,0.00560886543807823,-0.4045470757499999,0.0287703775009329
MRPL41,-0.3411000744757535,6.040051837251167e-5,48.002763286851206,0.01489560060498113,0.16550661921313822,-0.2755649459459454,0.00826494859537542,-0.52468626125,0.0186501856284475
LOC100505498,0.5401133031780787,1.086167374624932e-4,80.72665309825328,0.23887660382045747,0.02273666994016969,0.4021233938223932,0.01311141008734848,1.1714191421500002,0.00842638193705571
TNN,-0.3408761774150579,6.548047446208441e-4,83.35826872443089,0.6211690102946134,0.01423317051506327,-0.29733740540540576,0.00522554989812585,-1.5181402855999997,0.03184711152123372
SHB,-0.39729397257889454,3.596311228680137e-5,69.09310577002722,0.04371050832306124,0.07205724597382342,-0.2949296833976827,0.01421404428171926,-0.6506351739999983,0.00735485800173403
ZSCAN25,0.16804165385311678,1.9870656755279295e-4,70.78929893435686,0.02206102445201101,0.06427838661331085,0.14109733590733525,0.00492923963164365,0.39075449840000026,0.03406906119785197
HGD,-0.7524779832906481,4.5901469417586656e-5,0,0,0.7328975946379014,-0.7072450424710415,0.00399018641107228,-0.8284761599999989,0.04212797087666335
VPS13D,-0.18087694872131033,1.1971185107894704e-4,51.08821194494379,0.00796836659440261,0.152757475425554,-0.1550495019305017,0.00374136087184887,-0.3316692656499999,0.04512714300840622
LINC00907,-0.11980617508262076,0.00267294800788321,89.62749611764127,0.6577525348940411,0.00190294697546754,-0.10903816988416974,0.00887182502221327,-1.3205443422499996,0.01874280876856446
SCNN1A,-0.14723201122631496,0.00200742938823556,89.31544068382959,0.482084661921862,0.00221856815380794,-0.12965189575289618,0.00955258954347244,-1.1686467153999998,0.01647711672460253
CRYL1,-0.5646943178905789,6.51998909133916e-5,0,0,0.37255881236320854,-0.495320544401544,0.00418891400453117,-0.7628749526999984,0.04145515676290066
TDRP,-0.5362878804789508,5.177512925609445e-5,0,0,0.580821023479932,-0.4881852934362927,0.00427924881188343,-0.63260910475,0.04093022641072835
GCNT3,0.49179687827323054,3.581001663703486e-4,77.65245033936934,0.444869995704066,0.03439896240583665,0.4188959498069497,0.00507838637468515,1.4893153544500002,0.03504250121929522
CRTAP,0.3641952178090915,1.0499453558598908e-4,56.84731519651535,0.03099418156071948,0.12793757831595964,0.2972926409266405,0.0071680233929807,0.6275101560000012,0.02512939622816046
CDK10,-0.26974780383218,9.284645443323431e-5,30.274500015669354,0.0058240820908663,0.23108094529217835,-0.23269237451737437,0.00389009358970519,-0.4288432505000005,0.04503968905667552
SIX4,0.5101642815957637,2.5763642098985685e-4,73.11966822044201,0.27691351409762816,0.05375818332604636,0.4316045675675668,0.00492078461011507,1.3019065388999995,0.03657911740519203
PIEZO2,0.5878020002228509,5.7136988276696966e-5,0,0,0.47916193448277794,0.5246299343629337,0.00436473817469417,0.7341478986999993,0.04048725673088646
GRAMD3,-0.3883109220170983,1.198316144168527e-4,74.38580639528166,0.08304927169398604,0.04816883848596279,-0.29880909266409245,0.01125467086229313,-0.7713483280500011,0.01356409630740789
SORBS2,-0.5720052234311791,4.056356836585149e-5,0,0,0.6885668618775547,-0.5261744208494195,0.00721072466730976,-0.6309954607999998,0.0262636881443684
NTHL1,-0.3928236186857446,1.05382007626692e-4,37.0944592162695,0.01897726485249548,0.20737113203467827,-0.34018910810810793,0.00350313856401882,-0.6600618883999996,0.04992864104124009
SLC25A44,0.3224616289330854,1.1537256678082436e-5,67.4224186915538,0.02078122133085753,0.07976931334484226,0.2292062316602308,0.0201393978234739,0.4774900225000006,0.00351052432592264
FGFR1OP2,-0.3341465176762428,5.759639492778331e-5,0,0,0.6293593107638198,-0.3074963166023163,0.00423750509510034,-0.3863340993999998,0.04506619856601701
TRDV3,-0.13351258522664228,0.00312527832422239,91.22147785048205,0.5462677335916502,7.378335029710651e-4,-0.1153414054054054,0.01492765357227685,-1.20972410845,0.00954286204045045
ZNF688,-0.24251400684968977,2.6277814443929383e-4,77.82907672077259,0.06020635396448758,0.03368912353300764,-0.19278927413127353,0.00972390171217446,-0.5861266556999997,0.01920064927915653
RADIL,-0.10289209955420814,0.00195826405620124,86.92298940260558,0.4576687740703095,0.00568665718725361,-0.09589450579150526,0.00570324468582221,-1.1220739527,0.03600319047030055
LOC157740,-0.11125041610916622,0.00363841366861603,90.07816037768568,0.8202199435618949,0.00149986926879569,-0.10201309266409278,0.01042866474509063,-1.4515053780499998,0.01787520737954973
NUCB2,0.4552339719055858,5.550416863720182e-5,0,0,0.460227988301131,0.39644570270270096,0.00790647972419408,0.5576072130000006,0.02665021897917479
PRG2,-0.3771058099494746,6.609997371189056e-4,84.725974115145,0.4528979577163021,0.0105057475836317,-0.3060226988416989,0.0107706742602262,-1.339990211999999,0.0175662839217759
DMD,-0.5553890129211811,6.767719815731473e-5,0,0,0.5352622753965415,-0.5009181312741309,0.00471001322122852,-0.6739420412999995,0.04432622681688446
SETD5,0.24851314709911176,2.5883282431448225e-4,88.91159155812949,0.14257027758750876,0.00267271330179433,0.1760126833976816,0.02165502816536437,0.7423175622999999,0.00384814724212282
ERP29,-0.2719744227118091,1.3279062934291772e-5,67.65126428372082,0.01509294844107868,0.0787113724040816,-0.19199035135135184,0.02227310273468189,-0.4032244780000011,0.00353750187914345
RNF128,-0.5024967574619819,1.6976113718106707e-5,0,0,0.3655401407625125,-0.4078894440154434,0.01729220560103111,-0.6052381104999981,0.00820926266914391
PIP5K1A,0.25604984619626847,1.222386985859799e-5,89.24403843192373,0.0647095037335007,0.00229508158647073,0.1577951467181454,0.02873734190793341,0.5386060944000003,7.709523406674566e-4
CALN1,-0.14437597908033978,0.00108689527841202,83.95423852696008,0.1868856329185476,0.01254495292180527,-0.12851077992277948,0.00588235596944501,-0.79575011705,0.0372454446471752
DDTL,-0.504561778988804,1.2178044526290598e-4,73.11140312705967,0.11948724237845056,0.05379501321879594,-0.3813794015444007,0.01452462961936114,-0.9530991678999996,0.01242155926975178
EYA3,0.2226904265631792,1.169539792958566e-4,40.18763849567047,0.00569962614568912,0.19600488046651413,0.1862074671814671,0.00666910431784153,0.3546267987499989,0.03343341815498183
FGF14-AS2,-0.43783143536268854,1.663069467057772e-4,53.93814125534004,0.05314473302945292,0.14063534326441668,-0.37083806949806986,0.00512712403674308,-0.8147503141499992,0.04297461116019572
C21ORF2,-0.22253371769391372,1.6381385772398443e-4,96.2138692633751,0.4996478200831188,2.757946174846271e-7,-0.13776237065637115,0.03437936206416717,-1.1568890153,1.056885711674005e-4
CLU,-0.6411687789051266,9.990600209461702e-8,72.0760026629614,0.06670051993248763,0.05843871160509351,-0.40740653281853184,0.03271072963788625,-0.8376202574999985,3.4598042147956893e-4
HLF,-0.9207058209761174,6.159641093055525e-5,0.9979345777572074,0.00102400766932318,0.31488368935527944,-0.7660790115830106,0.01020651082898962,-1.2190971248999996,0.02124445668581604
LOC105372255,0.1654193611155962,0.00209251032236472,89.98737629745982,0.3452208315565889,0.00157615658412485,0.13664683783783768,0.01650941900084657,1.0125834923000003,0.01060855407618346
CDKL3,0.23900115768361857,2.4616505911673675e-4,92.22109813534188,0.20739204623658,3.365274599539173e-4,0.15972056370656337,0.02899543692133392,0.8303705212999999,0.00141206280894078
PAK2,0.22152222357214557,1.4302125081575243e-4,43.48170968328833,0.00721136252690942,0.18346393760371132,0.18635124710424683,0.00622991735653164,0.368476579,0.03841450298216448
PTOV1-AS2,-0.10584266864921038,0.00208799635522919,87.36262217315489,0.1855737644865264,0.00490798885880159,-0.0934834440154438,0.00966842279206812,-0.7452775910999999,0.02479388921684404
TADA2A,0.16748809988620894,6.042477809705102e-4,77.89539059606538,0.07900017413723341,0.0334237100961069,0.14603228957528924,0.00524758619240151,0.5964061149500007,0.04687690976914484
DDAH1,-0.4256602838104844,5.692210846911038e-5,0,0,0.8478659249880975,-0.40739264092664046,0.00860527677377448,-0.4451556554999997,0.02953360118708734
PAXBP1,0.2303083375540741,2.104552112454884e-4,58.62455623353183,0.01676007221885971,0.12003282975621347,0.1899753706563705,0.0079116293144437,0.4290938589999996,0.03439764511689593
TPBG,-0.7011374909403012,1.7945189955420203e-4,48.59086620122599,0.092621465519765675,0.16310723958664988,-0.584055347490347,0.00747118998185904,-1.2014935565499998,0.03718360168035815
ANGPTL3,-0.8984312523006941,2.3171267914339563e-5,55.61116285740907,0.10205890663460106,0.13337127386719463,-0.6550942471042452,0.02426901689960193,-1.260936369549999,0.00543992670436703
TNKS1BP1,-0.214472855460029,6.53366870616348e-4,82.31196320067309,0.09773295310605629,0.0174201844053642,-0.1715254903474904,0.01285716862768227,-0.6588340373499996,0.01989507525732341
HIPK2,0.39389992261001694,2.3147712006634516e-4,56.91161216161865,0.05108098874417657,0.12765346451957924,0.3306307722007716,0.00658688007521205,0.7543168575999991,0.04249519889112334
HIGD1A,-0.3217743276200362,1.9373764133032747e-5,66.74710030333422,0.02091358063037924,0.08289247866755672,-0.2254972046332044,0.02669935780094907,-0.4758272589999995,0.00395496207229967
CARNMT1,-0.2654677863418389,1.1047604223156276e-4,53.74862311936873,0.01170934742325651,0.1414514600087245,-0.20699056756756729,0.01514917180636519,-0.41572671910000064,0.01710740669030019
GHRHR,0.269565171334802,0.0011832112925634,82.29381759984939,0.42590535788355105,0.01747783541535337,0.2358988803088801,0.00747895807417506,1.25329000515,0.03965391951570121
CPN1,-0.6092690046737776,2.6374962870931294e-4,58.01276136507877,0.13727212774633285,0.12276577113309342,-0.5129725019305013,0.00659639527281824,-1.2009027592499997,0.04517423743607778
VSTM2L,-0.2312822596422459,0.00214539511551208,90.76517753784876,0.5367446755490888,9.994533971212282e-4,-0.1812485328185322,0.02450360146336328,-1.2687735084999996,0.00687839124290032
SRP72,0.22062022111439472,1.552737110234876e-4,52.07904655874221,0.00869787390515575,0.14857993527873856,0.1765826949806949,0.01208031497954607,0.35934643600000016,0.02431939262782015
RBP1,-0.9389990259339184,9.56034161553694e-5,0,0,0.3611261441152942,-0.7941233706563682,0.01053543105785566,-1.2267198560499988,0.02805592597473973
NEIL2,-0.27071472087801907,1.1557296961760485e-4,0,0,0.4639445416986652,-0.2398590501930498,0.00634442866010645,-0.34457130489999993,0.04801719333177015
HSD17B6,-1.1618285531931307,8.174356007265083e-5,0,0,0.43238571305855655,-0.9927126563706542,0.01194869658235858,-1.4356148401499995,0.02525914255352996
ABCA1,-0.3126610740558488,1.3379748952518954e-4,31.80674637579906,0.00678123742388632,0.22591127380966824,-0.25630803474903513,0.01107711666538604,-0.46280318199999915,0.02770713759478256
DDO,-0.36144918328622944,1.1935139893696776e-4,0,0,0.4482585642503355,-0.317263455598455,0.00756072174196245,-0.4604036957000004,0.04308821621409316
COX20,0.3475201651804515,5.968118877620737e-5,0,0,0.5690778048254275,0.3046575830115825,0.0148091609447587,0.3965735160000001,0.01999259614564851
NUCB1,-0.22969879867273965,4.962563447512648e-4,76.00589402326152,0.05913614585199254,0.04120193365755788,-0.1854812741312739,0.01137068153512726,-0.5799548074499992,0.02761612977979205
PTK6,-0.23562533267460617,0.00102728656124204,79.94790629933931,0.2466703173081056,0.02553829436607422,-0.20678645559845577,0.00673134519482635,-0.9923293357000008,0.04775663348438833
